country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Armenia,East,West,West,Northeast,West,Southwest,Northwest,South,Northwest,Southwest,0,Northwest,East,Northwest,East,Northwest,South,East,West,Northwest,Northwest,Northwest,Southwest,Northwest,East,West,West,South,Southwest,West,Southeast,Northwest,East,West,West,East,South,East,Southwest,North,West,Northwest,Southwest,Southwest,West,East,Southeast,Southeast,Northwest,South,Northeast,Northwest,West,Northwest,Northwest,Northwest,Southwest,Northwest,Southwest,Northwest,South,West,Northwest,West,Southwest,Northwest,Southwest,South,Northwest,South,South,Southwest,Northwest,East,North,Northwest,West,Northeast,South,Southwest,West,Southwest,Northwest,Northwest,Southwest,West,West,Northwest,West,Northwest,East,Northwest,Northwest,West,West,West,Northwest,South,Northwest,East,Northwest,Northwest,Southeast,East,Southeast,South,Northwest,Northwest,Southwest,West,Northwest,Northeast,Northwest,Southwest,Northeast,South,Northeast,West,South,East,East,Northwest,Southwest,South,West,West,Northwest,Northwest,Northwest,East,South,South,East,Southeast,West,West,Northeast,West,West,South,South,Northwest,East,Northwest,West,Northeast,West,Northwest,West,South,Southwest,East,East,Northwest,East,East,Northwest,Southwest,Southwest,Northeast,East,Northeast,West,East,Northwest,Southeast,East,East,Southwest,Northwest,East,West,West,East,Northwest,Northwest,West,Northwest,South,Southwest,Northwest,Northeast,South,South,Southwest,Northwest,West,Northwest,West,Northeast,West,Southwest,South,West,West,South,West,East,Northwest,Northwest,East,South,South,Southwest,Northeast,West,Southeast,Southwest,West,North,Northwest,Northwest,Southwest,East,East,South,East,East,Southwest,Northeast,East,West,West,West,East,Northwest,Northeast,Northwest,South,Northwest,Southeast,Northwest,Northwest,West,East,East,West,West,East,Northeast,West,South,South,South
Aruba,Northeast,Northeast,Northeast,West,Northeast,East,Northeast,South,Northeast,South,Northeast,0,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,East,Northeast,Northeast,West,East,North,Northeast,South,Northeast,East,Southeast,Southeast,East,Northeast,North,Northeast,East,North,East,North,East,Northwest,East,Northwest,East,East,South,North,Northeast,East,Southwest,East,West,West,East,Northeast,Northwest,East,Northeast,Northeast,East,Northeast,East,East,North,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,East,Northeast,Northwest,West,Northeast,East,East,Southeast,North,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northwest,Northwest,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,East,East,East,East,Northwest,Northwest,Northeast,Northeast,North,Northeast,Northeast,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,South,Northwest,Southwest,Northeast,Northeast,Northeast,Northeast,East,Northeast,North,East,East,Southeast,Northeast,East,North,East,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,North,West,East,West,West,East,Northeast,Northeast,Northeast,North,West,Northeast,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southeast,North,West,East,Northeast,East,East
Australia,Northwest,Northwest,West,East,Northwest,West,East,South,Southeast,South,Northwest,Southeast,0,Northwest,Northwest,East,Northwest,Northwest,Southeast,Northwest,Northwest,East,West,Northeast,Northwest,Southeast,Northwest,Southwest,Southwest,South,West,East,Northwest,Northwest,West,Northwest,West,Northwest,West,Northeast,West,East,West,West,South,Northwest,Northwest,West,Southeast,West,East,East,West,Northwest,East,Southeast,Northwest,Northwest,West,Northwest,West,Southeast,East,Southeast,West,East,West,West,Northwest,Southwest,West,South,Northwest,East,Northwest,Northwest,South,East,Southwest,West,West,Northwest,Northwest,Northwest,West,Northwest,Northwest,North,Southeast,Southeast,North,East,Northwest,West,West,Southeast,East,Southwest,East,Northwest,Northwest,North,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,East,North,Northwest,Northwest,Northwest,West,East,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Southwest,West,West,Northwest,Northwest,Northwest,Northwest,West,West,Northwest,West,West,Northwest,Northeast,Southeast,West,West,West,East,Northeast,Northwest,Northwest,North,Northwest,Southeast,West,West,Southwest,Northeast,Northwest,Northwest,East,Southeast,East,West,West,East,East,North,Northwest,North,Northwest,Northwest,Northwest,North,Northwest,East,Northeast,South,Southeast,North,Southeast,Northwest,Northwest,East,Northwest,West,Northwest,North,West,West,Southwest,Southeast,Southeast,North,Southeast,East,Northwest,West,West,West,Northwest,West,West,Northwest,Northwest,Northwest,Northeast,West,Southwest,South,North,Northwest,Northwest,West,Southeast,North,Northwest,Northwest,Northwest,North,Northwest,West,Northwest,Northwest,West,East,East,Southeast,Northwest,Northwest,Northwest,East,East,East,West,Northwest,Northwest,Northwest,Northeast,South,Northwest,East,Northwest,Southeast,Northwest,East,West,West,West,Southwest
Austria,East,Southeast,Southwest,North,Southwest,South,West,South,West,Southwest,East,West,East,0,East,West,Southeast,East,West,Northeast,Northwest,West,South,West,East,West,Southeast,South,South,Southwest,Southeast,West,East,Southeast,Southwest,East,South,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,South,West,West,Southeast,North,South,North,Southeast,West,West,West,Southeast,West,South,Southeast,Northeast,South,Southeast,Southwest,Northwest,Northeast,North,West,West,Northwest,Southeast,South,Southwest,Southeast,East,Northwest,Southwest,Southwest,Southeast,Northwest,West,West,Northeast,West,West,Southwest,Southwest,West,West,Southeast,West,East,East,Northwest,East,East,East,Southeast,Northwest,Northwest,Southeast,South,West,Northeast,West,Southeast,East,Southeast,North,Southeast,Southeast,East,East,Northeast,Southeast,South,Southwest,South,West,Northeast,Northwest,East,Southeast,South,East,East,Southwest,South,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,East,Southwest,Northeast,Southeast,West,Southwest,South,South,Northeast,East,Northwest,Northeast,East,West,South,South,North,Northeast,Northeast,Southeast,Northeast,North,Southeast,East,Northeast,Southeast,West,Northeast,Southwest,West,East,Northwest,Northeast,West,West,Southeast,South,East,Northeast,South,Southeast,Southwest,West,West,Northwest,West,North,Southwest,South,Southeast,Southwest,Southeast,Southeast,Southwest,East,East,South,Northeast,Southeast,South,Southwest,Northeast,West,East,Southeast,West,North,North,West,Southeast,Northeast,East,Southeast,East,East,South,North,North,West,South,East,East,West,Northeast,West,Southeast,East,Southeast,Northwest,Northwest,Southwest,East,Northeast,South,West,East,North,Southwest,Southeast,South,South
Azerbaijan,East,West,West,Northeast,West,Southwest,Northwest,South,Northwest,West,West,Northwest,East,Northwest,0,Northwest,South,East,West,Northwest,Northwest,Northwest,Southwest,Northwest,East,West,West,Southwest,Southwest,West,Southeast,Northwest,East,West,West,East,Southwest,East,Southwest,North,West,Northwest,Southwest,Southwest,West,East,Southeast,Southeast,Northwest,South,Northeast,Northwest,West,Northwest,Northwest,Northwest,West,Northwest,Southwest,Northwest,South,Northwest,Northwest,Northwest,Southwest,Northwest,Southwest,South,Northwest,South,South,Southwest,Northwest,East,Northwest,Northwest,West,Northeast,South,Southwest,West,Southwest,Northwest,Northwest,Southwest,West,West,Northwest,West,Northwest,East,Northwest,Northwest,West,West,West,Northwest,South,Northwest,East,Northwest,Northwest,Southeast,East,Southeast,Southwest,Northwest,Northwest,Southwest,West,Northwest,Northeast,Northwest,Southwest,Northeast,South,Northeast,West,South,East,East,Northwest,Southwest,South,West,West,Northwest,Northwest,Northwest,East,South,South,East,Southeast,West,West,Northeast,Northwest,West,South,South,Northwest,East,Northwest,West,Northeast,West,Northwest,West,South,Southwest,East,East,Northwest,East,East,Northwest,West,Southwest,East,East,Northeast,West,East,Northwest,Southeast,East,East,Southwest,Northwest,East,West,West,East,North,Northwest,West,Northwest,South,Southwest,Northwest,Northeast,Southwest,South,Southwest,Northwest,Northwest,Northwest,West,Northeast,West,Southwest,South,West,West,South,West,East,Northwest,Northwest,East,South,South,Southwest,Northeast,West,Southeast,Southwest,West,North,Northwest,Northwest,Southwest,East,East,South,East,East,Southwest,Northeast,East,West,West,West,East,Northwest,Northeast,Northwest,Southwest,Northwest,South,Northwest,Northwest,West,East,East,West,West,East,East,West,South,Southwest,South
Bahamas,Northeast,Northeast,East,West,Northeast,East,Southeast,South,Southeast,South,Northeast,Southeast,West,Northeast,Northeast,0,Northeast,North,Southeast,Northeast,Northeast,Southwest,East,Northeast,North,South,Northeast,East,Southeast,Southeast,Northeast,Southeast,Northwest,Northeast,East,North,East,North,East,Northwest,East,Southwest,East,East,South,North,North,Northeast,South,East,West,Southwest,East,Northeast,South,Southeast,Northeast,Northeast,East,Northeast,Northeast,Southeast,Southeast,South,Northeast,Southwest,East,Northeast,Northeast,East,East,South,Northeast,West,Northeast,Northeast,Southeast,Southwest,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,Southeast,Southeast,Northwest,Southwest,Northeast,East,East,Southeast,Southeast,Southeast,Southwest,North,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,South,Northwest,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,North,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,North,Northeast,East,Northeast,West,Southeast,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,Southeast,Northeast,East,East,West,North,Northeast,West,Southwest,Southwest,East,East,West,West,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,South,West,South,South,Northwest,Southwest,Northeast,Northeast,Southeast,Northeast,East,Northeast,North,East,East,Southeast,Southeast,Southeast,Northeast,Southeast,West,Northeast,East,Northeast,East,Northeast,East,East,North,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,North,Northwest,East,West,West,Southeast,Northeast,Northeast,Northeast,Southeast,West,Southeast,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southeast,North,West,East,Northeast,East,East
Bahrain,Northeast,Northwest,West,East,Northwest,Southwest,Northwest,South,Northwest,Southwest,North,Northwest,Southeast,Northwest,North,Northwest,0,East,West,Northwest,Northwest,Northwest,West,Northwest,East,West,Northwest,Southwest,Southwest,West,Southeast,Northwest,East,Northwest,West,East,Southwest,East,West,North,West,Northwest,Southwest,West,Southwest,Northeast,Southeast,Southeast,West,South,East,Northwest,West,Northwest,Northwest,Northwest,Northwest,Northwest,Southwest,Northwest,Southwest,Northwest,Northwest,West,West,Northwest,Southwest,Southwest,North,South,Southwest,Southwest,Northwest,East,North,Northwest,West,East,South,Southwest,West,Northwest,North,Northwest,West,Northwest,Northwest,North,West,Northwest,East,Northwest,Northwest,West,West,West,Northwest,South,Northwest,East,Northwest,Northwest,East,East,North,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northeast,Northwest,Northwest,Northeast,Southwest,Northeast,Northwest,Northwest,Northeast,East,Northwest,Northwest,Southwest,West,West,Northwest,Northwest,Northwest,East,South,Southwest,East,Southeast,West,Northwest,East,Northwest,West,South,South,Northwest,East,Northwest,Northwest,Northeast,Northwest,Northwest,West,South,Southwest,East,East,Northwest,East,Southeast,Northwest,West,West,East,East,Northeast,Northwest,East,Northwest,Southeast,East,East,Northwest,Northwest,East,West,West,East,Northwest,Northwest,Northwest,Northwest,Southeast,Southwest,Northwest,Northeast,Southwest,South,Southwest,Northwest,West,Northwest,West,East,Northwest,Southwest,West,West,Northwest,South,West,East,Northwest,Northwest,East,South,Southwest,Southwest,Northeast,Northwest,Southeast,Southwest,West,North,Northwest,Northwest,Northwest,East,Northeast,Southwest,East,East,West,East,East,West,Northwest,Northwest,Northeast,Northwest,East,Northwest,Southwest,Northwest,Southeast,Northwest,Northwest,Southwest,Northeast,East,Northwest,West,East,East,West,South,Southwest,Southwest
Bangladesh,Northwest,Northwest,Northwest,East,Northwest,West,Northwest,South,Northwest,Southwest,Northwest,Northwest,Southeast,Northwest,Northwest,North,West,0,Northwest,Northwest,Northwest,North,West,Northwest,North,West,Northwest,Southwest,Southwest,West,Southwest,Northwest,Southeast,Northwest,West,East,West,Southeast,West,North,Northwest,North,West,West,Southwest,Northeast,Southeast,South,Northwest,Southwest,East,North,West,Northwest,North,Northwest,Northwest,Northwest,West,Northwest,West,Northwest,Northwest,Northwest,West,North,West,West,Northwest,Southwest,West,Southwest,Northwest,East,Northwest,Northwest,Northwest,East,South,West,West,West,Northwest,Northwest,West,Northwest,Northwest,North,Northwest,Northwest,East,North,Northwest,West,West,Northwest,Northwest,South,North,East,Northwest,Northwest,West,Southeast,Northwest,Northwest,Northwest,Northwest,West,Northwest,North,Northeast,Northwest,West,Northwest,West,East,Northwest,West,Northwest,East,Northwest,Northwest,Southwest,West,West,Northwest,Northwest,Northwest,East,Southwest,Southwest,Southeast,Southwest,West,Northwest,East,Northwest,Northwest,Southwest,Southwest,North,East,Northwest,Northwest,North,Northwest,Northwest,Northwest,Southwest,Southwest,East,Northwest,Northwest,Southeast,Southeast,North,West,West,East,Southeast,Northeast,Northwest,East,Northwest,West,Northwest,East,Northwest,North,Southeast,West,Northwest,East,East,Northwest,Northwest,Northwest,West,West,Northwest,North,West,Southwest,West,Northwest,Northwest,Northwest,Northwest,East,Northwest,West,West,West,Northwest,Southwest,West,Southeast,Northwest,Northwest,East,West,Southwest,Southwest,Northeast,Northwest,Southwest,West,Northwest,North,Northwest,Northwest,Northwest,East,Northwest,West,Southeast,Southeast,West,East,East,Northwest,Northwest,Northwest,Northwest,North,East,Northwest,West,Northwest,West,Northwest,North,Southwest,Northwest,East,Northwest,Northwest,Southeast,East,Northwest,West,Southwest,Southwest
Barbados,Northeast,Northeast,Northeast,West,Northeast,East,Northwest,South,Northwest,South,Northeast,West,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,0,Northeast,Northeast,West,East,North,Northeast,South,Northeast,Southeast,Southeast,South,East,Northwest,North,Northeast,East,Northeast,East,Northeast,East,Northwest,East,West,East,East,South,North,East,East,Southwest,East,West,West,East,Northeast,Northwest,West,Northeast,Northeast,East,Northeast,East,Northwest,Northwest,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,Southwest,Northwest,Northwest,West,Northeast,East,East,South,Northwest,Southeast,West,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,Northwest,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,Northwest,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,Southwest,North,Southwest,Northeast,Northeast,Northwest,Northeast,East,Northeast,North,East,East,Southeast,Northwest,Northwest,North,West,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,South,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,Northwest,East,West,West,Southwest,Northeast,Northeast,Northeast,Northwest,West,Northwest,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southwest,Northeast,West,East,East,East,East
Belarus,East,Southwest,Southwest,Northeast,West,South,West,South,West,Southwest,Southeast,West,East,Southwest,Southeast,Northwest,Southeast,East,West,0,West,Northwest,Southwest,West,East,West,Southwest,South,South,West,Southeast,West,East,South,Southwest,East,South,East,South,Northwest,Southwest,Northwest,South,South,West,East,East,Southeast,West,South,North,Northwest,Southwest,Southwest,Northwest,West,South,West,South,West,South,West,West,West,South,Northwest,South,South,North,South,South,Southwest,Northwest,Northeast,North,West,West,North,Southeast,South,Southwest,South,Southeast,West,Southwest,Southwest,South,Northwest,West,West,Northeast,Northwest,West,Southwest,Southwest,West,West,Southeast,Northwest,East,Southwest,Northwest,East,East,Southeast,Southeast,West,West,South,Southwest,Northwest,Northeast,West,South,East,South,North,Southwest,Southeast,East,East,Northwest,South,South,Southwest,South,West,Northwest,West,East,South,South,East,Southeast,Southwest,Southwest,Northeast,West,Southwest,Southeast,South,Northwest,Northeast,South,Southwest,Northeast,Southwest,West,Southwest,South,South,Northeast,East,West,Northeast,East,Northwest,Southwest,Southwest,Northeast,Northeast,Northeast,South,Northeast,Northwest,Southeast,East,East,South,West,East,West,West,East,Northwest,West,West,West,Southeast,South,South,Northeast,South,Southeast,Southwest,West,West,Northwest,West,Northeast,Southwest,Southwest,Southeast,Southwest,Southwest,Southeast,Southwest,East,Southwest,Southwest,Northeast,Southeast,South,Southwest,Northeast,West,Southeast,South,West,North,Northwest,West,Southeast,East,East,South,East,East,Southwest,Northeast,Northeast,West,Southwest,South,East,West,Northeast,West,South,South,Southeast,West,Northwest,Southwest,East,Northeast,Southwest,West,East,Northeast,Southwest,Southeast,South,South
Belgium,East,Southeast,South,North,South,South,West,South,West,Southwest,East,West,East,East,East,West,East,East,West,East,0,West,South,West,East,Southwest,Southeast,South,South,Southwest,East,West,East,East,South,East,Southeast,East,South,Northwest,Southwest,West,Southeast,Southeast,Southwest,Northeast,East,East,West,Southeast,Northwest,West,South,Southeast,West,West,Southeast,East,South,Northeast,Southeast,West,West,West,Southeast,West,South,Southeast,Northeast,Southeast,Southeast,Southwest,Northwest,North,Northeast,South,Southwest,Northwest,Southeast,South,Southwest,Southeast,East,East,South,Southwest,Southeast,Northwest,West,West,Northeast,West,West,South,Southwest,West,West,Southeast,West,Northeast,East,Northwest,East,East,East,East,Northwest,Northwest,Southeast,Southeast,West,Northeast,West,Southeast,East,Southeast,North,Southeast,East,East,East,Northeast,Southeast,South,South,Southeast,Southeast,Northeast,Southeast,Northeast,Southeast,Southeast,East,East,South,Southeast,North,West,Southwest,Southeast,Southeast,Northwest,Northeast,East,South,Northeast,Southeast,West,Southwest,Southeast,South,North,East,North,Northeast,Northeast,West,South,South,North,Northeast,Northeast,Southeast,Northeast,North,East,East,Northeast,Southeast,West,Northeast,Southwest,West,Northeast,West,East,Southwest,West,East,South,East,Northeast,Southeast,Southeast,South,West,West,West,West,North,Southeast,South,Southeast,Southwest,Southeast,Southeast,Southwest,East,East,Southeast,Northeast,Southeast,South,Southwest,Northeast,Southwest,East,Southeast,West,North,Northeast,Southeast,East,Northeast,East,Southeast,East,East,South,North,North,West,South,East,East,West,North,West,Southeast,East,East,Northwest,Northwest,Southwest,East,Northeast,Southeast,West,East,North,Southwest,Southeast,Southeast,Southeast
Belize,Northeast,Northeast,Northeast,West,Northeast,East,East,South,East,South,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,North,East,Northeast,Northeast,0,East,Northeast,North,Southeast,Northeast,East,Southeast,Southeast,Northeast,East,Northwest,Northeast,East,North,East,Northwest,East,North,East,East,East,East,South,North,Northwest,Northwest,Southeast,East,Southwest,Southeast,East,Northeast,Northeast,East,Northeast,Northeast,East,Northeast,Northeast,East,East,Southeast,Northeast,South,East,Northeast,Northeast,East,Northeast,South,Northeast,West,Northeast,Northeast,East,Southwest,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,East,East,Northwest,Southwest,Northeast,East,East,East,East,South,Southeast,Northwest,Northeast,Northeast,North,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,East,Northwest,Northeast,Northeast,North,East,West,Northeast,Northeast,North,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,Northwest,East,East,Northwest,Northeast,East,Northeast,West,East,East,East,East,Northwest,West,Northeast,Northeast,North,Northeast,East,Northeast,East,East,West,North,Northeast,West,Southwest,Southeast,East,East,West,Southwest,Northwest,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,Southeast,West,Southeast,Southeast,Northwest,Southwest,Northeast,Northeast,East,Northeast,East,Northeast,North,East,East,Southeast,East,East,Northeast,East,West,Northeast,East,Northeast,East,Northeast,East,East,Northwest,Northeast,Northeast,West,East,Southeast,Southeast,Northwest,Northeast,Northeast,East,East,North,Northeast,Northeast,Northeast,Northwest,North,East,North,West,East,West,West,East,Northeast,Northeast,Northeast,East,West,East,East,Northeast,Northeast,Northeast,North,Southeast,North,West,Northeast,Southeast,Northwest,West,East,Northeast,East,East
Benin,Northeast,Northeast,North,Southwest,North,Southeast,West,South,West,Southwest,Northeast,West,Southeast,North,Northeast,Northwest,Northeast,Northeast,West,North,North,West,0,Northwest,Northeast,West,North,Southeast,South,Southwest,East,West,East,Northeast,Northwest,East,Southeast,East,East,Northwest,West,West,East,Northeast,Southwest,Northeast,East,East,West,Southeast,Southwest,West,West,North,West,West,Northeast,North,Southeast,North,East,West,West,West,Northeast,West,Southeast,East,North,Southeast,East,Southwest,North,South,North,North,West,West,Southeast,Southeast,West,Northeast,Northeast,North,West,North,Northeast,North,West,West,Northeast,West,North,West,West,West,West,Southeast,West,Northeast,North,North,East,East,Northeast,Northeast,North,North,Northeast,North,West,Northeast,North,Northeast,Northeast,East,Northwest,Northeast,Northeast,Northeast,East,North,Northeast,Southeast,West,Northeast,North,North,North,Northeast,Southeast,Southeast,East,East,Northwest,North,Northeast,West,Northwest,Southeast,Southeast,Northwest,Northeast,Northeast,North,Northeast,North,West,North,Southeast,Southeast,Northeast,Northeast,North,Southeast,South,West,Northeast,East,Southwest,Southeast,Northeast,Northeast,Northeast,North,East,Northeast,East,Northeast,West,East,Southwest,West,East,Southwest,North,North,West,Northeast,Southeast,Northeast,Northeast,East,Southeast,South,West,West,Northwest,West,Southwest,North,Southeast,Northeast,West,North,East,West,East,North,North,East,East,Southeast,Southwest,Northeast,North,East,East,West,North,North,North,Northeast,Northeast,Northeast,Southeast,East,East,Southwest,West,South,West,North,Northeast,Northeast,West,Northeast,West,East,Northeast,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,South,Northwest,East,Southeast,Southeast
